"module name","license","repository"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.1.3","MIT","https://github.com/jshttp/cookie"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"crc@3.3.0","MIT","https://github.com/alexgorbatchev/node-crc"
"create-error-class@3.0.2","MIT","https://github.com/floatdrop/create-error-class"
"cryptiles@0.2.2","BSD","https://github.com/hueniverse/cryptiles"
"csrf@3.0.6","MIT","https://github.com/pillarjs/csrf"
"csso@2.0.0","MIT","https://github.com/css/csso"
"csurf@1.8.3","MIT","https://github.com/expressjs/csurf"
"ctype@0.5.3","MIT*","https://github.com/rmustacc/node-ctype"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"d@0.1.1","MIT","https://github.com/medikoo/d"
"d@1.0.0","MIT","https://github.com/medikoo/d"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"date-time@1.1.0","MIT","https://github.com/sindresorhus/date-time"
"dateformat@1.0.2-1.2.3","MIT*",""
"dateformat@2.2.0","MIT","https://github.com/felixge/node-dateformat"
"debug@0.7.4","MIT*","https://github.com/visionmedia/debug"
"debug@1.0.5","MIT*","https://github.com/visionmedia/debug"
"debug@2.2.0","MIT","https://github.com/visionmedia/debug"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decompress-tar@3.1.0","MIT","https://github.com/kevva/decompress-tar"
"decompress-tarbz2@3.1.0","MIT","https://github.com/kevva/decompress-tarbz2"
"decompress-targz@3.1.0","MIT","https://github.com/kevva/decompress-targz"
"decompress-unzip@3.4.0","MIT","https://github.com/kevva/decompress-unzip"
"decompress-zip@0.0.8","MIT","https://github.com/bower/decompress-zip"
"decompress@3.0.0","MIT","https://github.com/kevva/decompress"
"deep-extend@0.2.11","MIT","https://github.com/unclechu/node-deep-extend"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"delayed-stream@0.0.5","MIT*","https://github.com/felixge/node-delayed-stream"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"depd@1.0.1","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"diff@2.2.3","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dom-serializer@0.1.0","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@1.1.3","BSD*","https://github.com/FB55/domelementtype"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.3.0","BSD*","https://github.com/fb55/DomHandler"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"dot-case@1.1.2","MIT","https://github.com/blakeembrey/dot-case"
"download@4.4.3","MIT","https://github.com/kevva/download"
"duplexer2@0.0.2","BSD*","https://github.com/deoxxa/duplexer2"
"duplexer2@0.1.4","BSD-3-Clause","https://github.com/deoxxa/duplexer2"
"duplexify@3.6.1","MIT","https://github.com/mafintosh/duplexify"
"each-async@0.1.3","MIT","https://github.com/sindresorhus/each-async"
"each-async@1.1.1","MIT","https://github.com/sindresorhus/each-async"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.3.106","ISC","https://github.com/kilian/electron-to-chromium"
"end-of-stream@1.0.0","MIT","https://github.com/mafintosh/end-of-stream"
"end-of-stream@1.4.1","MIT","https://github.com/mafintosh/end-of-stream"
"entities@1.0.0","BSD*","https://github.com/fb55/node-entities"
"entities@1.1.2","BSD-2-Clause","https://github.com/fb55/entities"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"errorhandler@1.4.3","MIT","https://github.com/expressjs/errorhandler"
"es5-ext@0.10.47","ISC","https://github.com/medikoo/es5-ext"
"es6-iterator@0.1.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-promise@4.2.5","MIT","https://github.com/stefanpenner/es6-promise"
"es6-symbol@2.0.1","MIT","https://github.com/medikoo/es6-symbol"
"es6-symbol@3.1.1","MIT","https://github.com/medikoo/es6-symbol"
"es6-weak-map@0.1.4","MIT","https://github.com/medikoo/es6-weak-map"
"escape-html@1.0.2","MIT","https://github.com/component/escape-html"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@1.0.4","BSD","https://github.com/ariya/esprima"
"esprima@2.2.0","BSD","https://github.com/jquery/esprima"
"esprima@2.7.3","BSD-2-Clause","https://github.com/jquery/esprima"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"etag@1.7.0","MIT","https://github.com/jshttp/etag"
"event-emitter@0.3.5","MIT","https://github.com/medikoo/event-emitter"
"eventemitter2@0.4.14","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter3@1.2.0","MIT","https://github.com/primus/eventemitter3"
"exec-buffer@2.0.1","MIT","https://github.com/kevva/exec-buffer"
"exec-series@1.0.3","MIT","https://github.com/shinnn/exec-series"
"executable@1.1.0","MIT","https://github.com/kevva/executable"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-brackets@0.1.5","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-range@1.8.2","MIT","https://github.com/jonschlinkert/expand-range"
"express-session@1.11.3","MIT","https://github.com/expressjs/session"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"extglob@0.3.2","MIT","https://github.com/jonschlinkert/extglob"
"extract-zip@1.6.7","BSD-2-Clause","https://github.com/maxogden/extract-zip"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"fancy-log@1.3.3","MIT","https://github.com/gulpjs/fancy-log"
"fast-deep-equal@2.0.1","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"faye-websocket@0.4.4","MIT","https://github.com/faye/faye-websocket-node"
"fd-slicer@1.0.1","MIT","https://github.com/andrewrk/node-fd-slicer"
"fd-slicer@1.1.0","MIT","https://github.com/andrewrk/node-fd-slicer"
"figures@1.7.0","MIT","https://github.com/sindresorhus/figures"
"file-type@3.9.0","MIT","https://github.com/sindresorhus/file-type"
"filename-regex@2.0.1","MIT","https://github.com/regexhq/filename-regex"
"filename-reserved-regex@1.0.0","MIT","https://github.com/sindresorhus/filename-reserved-regex"
"filenamify@1.2.1","MIT","https://github.com/sindresorhus/filenamify"
"fill-range@2.2.4","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@0.4.0","MIT","https://github.com/pillarjs/finalhandler"
"find-index@0.1.1","MIT","https://github.com/jsdf/find-index"
"find-up@1.1.2","MIT","https://github.com/sindresorhus/find-up"
"find-versions@1.2.1","MIT","https://github.com/sindresorhus/find-versions"
"findup-sync@0.1.3","MIT","https://github.com/cowboy/node-findup-sync"
"first-chunk-stream@1.0.0","MIT","https://github.com/sindresorhus/first-chunk-stream"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"for-own@0.1.5","MIT","https://github.com/jonschlinkert/for-own"
"forever-agent@0.5.2","Apache*","https://github.com/mikeal/forever-agent"
"forever-agent@0.6.1","Apache-2.0","https://github.com/mikeal/forever-agent"
"form-data@0.1.4","MIT","https://github.com/felixge/node-form-data"
"form-data@0.2.0","MIT","https://github.com/felixge/node-form-data"
"form-data@2.3.3","MIT","https://github.com/form-data/form-data"
"fresh@0.3.0","MIT","https://github.com/jshttp/fresh"
"fs-constants@1.0.0","MIT","https://github.com/mafintosh/fs-constants"
"fs-extra@1.0.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fstream-ignore@1.0.5","ISC","https://github.com/isaacs/fstream-ignore"
"fstream@1.0.11","ISC","https://github.com/npm/fstream"
"gaze@0.5.2","MIT","https://github.com/shama/gaze"
"get-proxy@1.1.0","MIT","https://github.com/kevva/get-proxy"
"get-stdin@4.0.1","MIT","https://github.com/sindresorhus/get-stdin"
"getobject@0.1.0","MIT","https://github.com/cowboy/node-getobject"
"getpass@0.1.7","MIT","https://github.com/arekinath/node-getpass"
"gifsicle@3.0.4","MIT","https://github.com/imagemin/gifsicle-bin"
"glob-base@0.3.0","MIT","https://github.com/jonschlinkert/glob-base"
"glob-parent@2.0.0","ISC","https://github.com/es128/glob-parent"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"glob-stream@4.1.1","MIT","https://github.com/wearefractal/glob-stream"
"glob-stream@5.3.5","MIT","https://github.com/gulpjs/glob-stream"
"glob-watcher@0.0.8","MIT","https://github.com/wearefractal/glob-watcher"
"glob2base@0.0.12","MIT","https://github.com/wearefractal/glob2base"
"glob@3.1.21","BSD*","https://github.com/isaacs/node-glob"
"glob@3.2.11","BSD*","https://github.com/isaacs/node-glob"
"glob@4.0.6","ISC","https://github.com/isaacs/node-glob"
"glob@4.5.3","ISC","https://github.com/isaacs/node-glob"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob"
"glob@7.1.3","ISC","https://github.com/isaacs/node-glob"
"globule@0.1.0","MIT","https://github.com/cowboy/node-globule"
"glogg@1.0.2","MIT","https://github.com/gulpjs/glogg"
"google-cdn-data@0.1.25","MIT","https://github.com/shahata/google-cdn-data"
"google-cdn@0.7.0","BSD","https://github.com/passy/google-cdn"
"got@0.3.0","MIT","https://github.com/sindresorhus/got"
"got@5.7.1","MIT","https://github.com/sindresorhus/got"
"graceful-fs@1.2.3","BSD*","https://github.com/isaacs/node-graceful-fs"
"graceful-fs@2.0.3","BSD*","https://github.com/isaacs/node-graceful-fs"
"graceful-fs@3.0.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-fs@4.1.15","ISC","https://github.com/isaacs/node-graceful-fs"
"graceful-readlink@1.0.1","MIT","https://github.com/zhiyelee/graceful-readlink"
"grunt-angular-templates@0.5.9","MIT","https://github.com/ericclemmons/grunt-angular-templates"
"grunt-concurrent@1.0.1","MIT","https://github.com/sindresorhus/grunt-concurrent"
"grunt-connect-proxy@0.2.0","MIT","https://github.com/drewzboto/grunt-connect-proxy"
"grunt-contrib-clean@0.6.0","MIT","https://github.com/gruntjs/grunt-contrib-clean"
"grunt-contrib-concat@0.5.1","MIT","https://github.com/gruntjs/grunt-contrib-concat"
"grunt-contrib-connect@0.9.0","MIT","https://github.com/gruntjs/grunt-contrib-connect"
"grunt-contrib-copy@0.7.0","MIT","https://github.com/gruntjs/grunt-contrib-copy"
"grunt-contrib-cssmin@0.12.3","MIT","https://github.com/gruntjs/grunt-contrib-cssmin"
"grunt-contrib-htmlmin@0.4.0","MIT","https://github.com/gruntjs/grunt-contrib-htmlmin"
"grunt-contrib-imagemin@0.9.4","MIT","https://github.com/gruntjs/grunt-contrib-imagemin"
"grunt-contrib-jshint@0.11.3","MIT","https://github.com/gruntjs/grunt-contrib-jshint"
"grunt-contrib-uglify@0.7.0","MIT","https://github.com/gruntjs/grunt-contrib-uglify"
"grunt-contrib-watch@0.6.1","MIT","https://github.com/gruntjs/grunt-contrib-watch"
"grunt-filerev@2.3.1","BSD*","https://github.com/yeoman/grunt-filerev"
"grunt-google-cdn@0.4.3","BSD*","https://github.com/btford/grunt-google-cdn"
"grunt-injector@0.6.1","MIT","https://github.com/klei/grunt-injector"
"grunt-karma@3.0.1","MIT","https://github.com/karma-runner/grunt-karma"
"grunt-legacy-log-utils@0.1.1","MIT","https://github.com/gruntjs/grunt-legacy-log-utils"
"grunt-legacy-log@0.1.3","MIT","https://github.com/gruntjs/grunt-legacy-log"
"grunt-legacy-util@0.2.0","MIT","https://github.com/gruntjs/grunt-legacy-util"
"grunt-newer@1.3.0","MIT","https://github.com/tschaub/grunt-newer"
"grunt-ng-annotate@0.9.2","MIT","https://github.com/mzgol/grunt-ng-annotate"
"grunt-postcss@0.8.0","MIT","https://github.com/nDmitry/grunt-postcss"
"grunt-svgmin@2.0.1","MIT","https://github.com/sindresorhus/grunt-svgmin"
"grunt-usemin@3.1.1","BSD-2-Clause","https://github.com/yeoman/grunt-usemin"
"grunt-wiredep@2.0.0","MIT","https://github.com/stephenplusplus/grunt-wiredep"
"grunt@0.4.5","MIT","https://github.com/gruntjs/grunt"
"gulp-decompress@1.2.0","MIT","https://github.com/kevva/gulp-decompress"
"gulp-rename@1.4.0","MIT","https://github.com/hparra/gulp-rename"
"gulp-sourcemaps@1.6.0","ISC","https://github.com/floridoo/gulp-sourcemaps"
"gulp-util@3.0.8","MIT","https://github.com/gulpjs/gulp-util"
"gulplog@1.0.0","MIT","https://github.com/gulpjs/gulplog"
"gzip-size@1.0.0","MIT","https://github.com/sindresorhus/gzip-size"
"handlebars@2.0.0","MIT","https://github.com/wycats/handlebars.js"
"har-schema@2.0.0","ISC","https://github.com/ahmadnassri/har-schema"
"har-validator@5.1.3","MIT","https://github.com/ahmadnassri/node-har-validator"
"has-ansi@0.1.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-flag@1.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-gulplog@0.1.0","MIT","https://github.com/gulpjs/has-gulplog"
"hasha@2.2.0","MIT","https://github.com/sindresorhus/hasha"
"hawk@1.1.1","BSD","https://github.com/hueniverse/hawk"
"hoek@0.9.1","BSD","https://github.com/spumko/hoek"
"hooker@0.2.3","MIT","https://github.com/cowboy/javascript-hooker"
"hosted-git-info@2.7.1","ISC","https://github.com/npm/hosted-git-info"
"html-minifier@0.6.9","MIT","https://github.com/kangax/html-minifier"
"html-minifier@0.7.2","MIT","https://github.com/kangax/html-minifier"
"htmlparser2@3.8.3","MIT","https://github.com/fb55/htmlparser2"
"http-errors@1.3.1","MIT","https://github.com/jshttp/http-errors"
"http-proxy@1.11.3","MIT","https://github.com/nodejitsu/node-http-proxy"
"http-signature@0.10.1","MIT","https://github.com/joyent/node-http-signature"
"http-signature@1.2.0","MIT","https://github.com/joyent/node-http-signature"
"iconv-lite@0.2.11","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.4.11","MIT","https://github.com/ashtuchkin/iconv-lite"
"iconv-lite@0.4.13","MIT","https://github.com/ashtuchkin/iconv-lite"
"imagemin-gifsicle@4.2.0","MIT","https://github.com/imagemin/imagemin-gifsicle"
"imagemin-jpegtran@4.3.2","MIT","https://github.com/imagemin/imagemin-jpegtran"
"imagemin-optipng@4.3.0","MIT","https://github.com/imagemin/imagemin-optipng"
"imagemin-svgo@4.2.1","MIT","https://github.com/imagemin/imagemin-svgo"
"imagemin@3.2.2","MIT","https://github.com/imagemin/imagemin"
"indent-string@2.1.0","MIT","https://github.com/sindresorhus/indent-string"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@1.0.2","ISC*","https://github.com/isaacs/inherits"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits"
"ini@1.3.5","ISC","https://github.com/isaacs/ini"
"inquirer@0.6.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"inquirer@0.7.1","MIT","https://github.com/SBoudrias/Inquirer.js"
"insight@0.4.3","BSD*","https://github.com/yeoman/insight"
"intersect@0.0.3","MIT","https://github.com/juliangruber/intersect"
"ip-regex@1.0.3","MIT","https://github.com/sindresorhus/ip-regex"
"ip-regex@3.0.0","MIT","https://github.com/sindresorhus/ip-regex"
"is-absolute@0.1.7","MIT","https://github.com/jonschlinkert/is-absolute"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-builtin-module@1.0.0","MIT","https://github.com/sindresorhus/is-builtin-module"
"is-bzip2@1.0.0","MIT","https://github.com/kevva/is-bzip2"
"is-dotfile@1.0.3","MIT","https://github.com/jonschlinkert/is-dotfile"
"is-equal-shallow@0.1.3","MIT","https://github.com/jonschlinkert/is-equal-shallow"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@1.0.0","MIT","https://github.com/jonschlinkert/is-extglob"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-finite@1.0.2","MIT","https://github.com/sindresorhus/is-finite"
"is-gif@1.0.0","MIT","https://github.com/sindresorhus/is-gif"
"is-glob@2.0.1","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-gzip@1.0.0","MIT","https://github.com/kevva/is-gzip"
"is-jpg@1.0.1","MIT","https://github.com/sindresorhus/is-jpg"
"is-lower-case@1.1.3","MIT","https://github.com/blakeembrey/is-lower-case"
"is-natural-number@2.1.1","MIT","https://github.com/shinnn/is-natural-number.js"
"is-number@2.1.0","MIT","https://github.com/jonschlinkert/is-number"
"is-number@4.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-obj@1.0.1","MIT","https://github.com/sindresorhus/is-obj"
"is-png@1.1.0","MIT","https://github.com/sindresorhus/is-png"
"is-posix-bracket@0.1.1","MIT","https://github.com/jonschlinkert/is-posix-bracket"
"is-primitive@2.0.0","MIT","https://github.com/jonschlinkert/is-primitive"
"is-redirect@1.0.0","MIT","https://github.com/sindresorhus/is-redirect"
"is-relative@0.1.3","MIT","https://github.com/jonschlinkert/is-relative"
"is-retry-allowed@1.1.0","MIT","https://github.com/floatdrop/is-retry-allowed"
"is-root@1.0.0","MIT","https://github.com/sindresorhus/is-root"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-svg@1.1.1","MIT","https://github.com/sindresorhus/is-svg"
"is-tar@1.0.0","MIT","https://github.com/kevva/is-tar"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray"
"is-upper-case@1.1.2","MIT","https://github.com/blakeembrey/is-upper-case"
"is-url@1.2.4","MIT","https://github.com/segmentio/is-url"
